Year,Party,State,Seats_Won,Vote_Share,Voter_Turnout,Total_Seats_National,National_Vote_Share,Party_Full
1967,BJS,Assam,1,8.91,60.51,35,9.4,Bharatiya Jana Sangh
1967,BJS,Punjab,1,7.83,57.4,35,9.4,Bharatiya Jana Sangh
1967,BJS,Chhattisgarh,0,8.12,59.26,35,9.4,Bharatiya Jana Sangh
1967,BJS,Haryana,0,6.65,56.48,35,9.4,Bharatiya Jana Sangh
1967,BJS,Uttarakhand,0,8.97,60.14,35,9.4,Bharatiya Jana Sangh
1967,BJS,Delhi,0,7.71,65.8,35,9.4,Bharatiya Jana Sangh
1967,Others,Uttar Pradesh,32,33.04,60.48,137,35.5,Other Parties
1967,Others,Maharashtra,20,38.17,60.97,137,35.5,Other Parties
1967,Others,West Bengal,14,33.5,66.21,137,35.5,Other Parties
1967,Others,Bihar,8,38.16,62.8,137,35.5,Other Parties
1967,Others,Tamil Nadu,13,35.58,58.61,137,35.5,Other Parties
1967,Others,Madhya Pradesh,5,33.82,58.16,137,35.5,Other Parties
1967,Others,Rajasthan,9,34.6,56.88,137,35.5,Other Parties
1967,Others,Karnataka,12,37.8,65.58,137,35.5,Other Parties
1967,Others,Andhra Pradesh,11,33.54,60.26,137,35.5,Other Parties
1967,Others,Gujarat,10,36.68,57.84,137,35.5,Other Parties
1967,Others,Odisha,8,33.85,58.54,137,35.5,Other Parties
1967,Others,Telangana,5,36.06,62.1,137,35.5,Other Parties
1967,Others,Kerala,3,37.76,58.96,137,35.5,Other Parties
1967,Others,Jharkhand,2,37.83,65.86,137,35.5,Other Parties
1967,Others,Assam,5,37.36,62.85,137,35.5,Other Parties
1967,Others,Punjab,4,33.02,60.38,137,35.5,Other Parties
1967,Others,Chhattisgarh,2,34.06,63.53,137,35.5,Other Parties
1967,Others,Haryana,3,32.99,58.5,137,35.5,Other Parties
1967,Others,Uttarakhand,1,32.96,64.81,137,35.5,Other Parties
1967,Others,Delhi,2,35.38,62.22,137,35.5,Other Parties
1971,INC,Uttar Pradesh,80,42.79,57.08,352,43.7,Indian National Congress (INC)
1971,INC,Maharashtra,40,42.3,59.09,352,43.7,Indian National Congress (INC)
1971,INC,West Bengal,42,44.65,58.81,352,43.7,Indian National Congress (INC)
1971,INC,Bihar,40,44.95,58.67,352,43.7,Indian National Congress (INC)
1971,INC,Tamil Nadu,37,44.78,56.49,352,43.7,Indian National Congress (INC)
1971,INC,Madhya Pradesh,29,41.65,59.11,352,43.7,Indian National Congress (INC)
1971,INC,Rajasthan,25,40.88,58.56,352,43.7,Indian National Congress (INC)
1971,INC,Karnataka,12,42.71,57.74,352,43.7,Indian National Congress (INC)
1971,INC,Andhra Pradesh,11,45.61,58.62,352,43.7,Indian National Congress (INC)
1971,INC,Gujarat,20,40.74,53.17,352,43.7,Indian National Congress (INC)
1971,INC,Odisha,18,46.59,56.62,352,43.7,Indian National Congress (INC)
1971,INC,Telangana,9,44.5,55.7,352,43.7,Indian National Congress (INC)
1971,INC,Kerala,20,41.34,57.91,352,43.7,Indian National Congress (INC)
1971,INC,Jharkhand,11,46.48,53.72,352,43.7,Indian National Congress (INC)
1971,INC,Assam,12,46.29,51.33,352,43.7,Indian National Congress (INC)
1971,INC,Punjab,13,44.83,50.98,352,43.7,Indian National Congress (INC)
1971,INC,Chhattisgarh,6,44.95,50.97,352,43.7,Indian National Congress (INC)
1971,INC,Haryana,8,42.78,56.51,352,43.7,Indian National Congress (INC)
1971,INC,Uttarakhand,1,45.93,60.03,352,43.7,Indian National Congress (INC)
1971,INC,Delhi,7,45.2,51.6,352,43.7,Indian National Congress (INC)
1971,CPM,Uttar Pradesh,5,2.25,50.52,25,5.1,Communist Party of India (Marxist)
1971,CPM,Maharashtra,2,5.03,58.0,25,5.1,Communist Party of India (Marxist)
1971,CPM,West Bengal,2,4.78,53.04,25,5.1,Communist Party of India (Marxist)
1971,CPM,Bihar,3,4.66,54.81,25,5.1,Communist Party of India (Marxist)
1971,CPM,Tamil Nadu,1,6.87,57.24,25,5.1,Communist Party of India (Marxist)
1971,CPM,Madhya Pradesh,1,2.59,57.1,25,5.1,Communist Party of India (Marxist)
1971,CPM,Rajasthan,1,3.74,59.81,25,5.1,Communist Party of India (Marxist)
1971,CPM,Karnataka,0,4.69,59.74,25,5.1,Communist Party of India (Marxist)
1971,CPM,Andhra Pradesh,1,5.93,54.28,25,5.1,Communist Party of India (Marxist)
1971,CPM,Gujarat,1,8.0,54.39,25,5.1,Communist Party of India (Marxist)
1971,CPM,Odisha,1,3.48,52.43,25,5.1,Communist Party of India (Marxist)
1971,CPM,Telangana,0,6.01,53.99,25,5.1,Communist Party of India (Marxist)
1971,CPM,Kerala,1,4.94,59.98,25,5.1,Communist Party of India (Marxist)
1971,CPM,Jharkhand,0,7.31,58.07,25,5.1,Communist Party of India (Marxist)
1971,CPM,Assam,1,7.17,57.91,25,5.1,Communist Party of India (Marxist)
1971,CPM,Punjab,0,2.89,50.63,25,5.1,Communist Party of India (Marxist)
1971,CPM,Chhattisgarh,0,5.8,58.27,25,5.1,Communist Party of India (Marxist)
1971,CPM,Haryana,0,2.8,51.55,25,5.1,Communist Party of India (Marxist)
1971,CPM,Uttarakhand,0,4.68,52.31,25,5.1,Communist Party of India (Marxist)
1971,CPM,Delhi,0,2.49,56.12,25,5.1,Communist Party of India (Marxist)
1971,CPI,Uttar Pradesh,3,6.49,53.4,23,4.7,Communist Party of India
1971,CPI,Maharashtra,2,1.77,51.02,23,4.7,Communist Party of India
1971,CPI,West Bengal,1,4.58,56.3,23,4.7,Communist Party of India
1971,CPI,Bihar,1,5.87,58.9,23,4.7,Communist Party of India
1971,CPI,Tamil Nadu,2,1.94,55.11,23,4.7,Communist Party of India
1971,CPI,Madhya Pradesh,0,3.15,60.17,23,4.7,Communist Party of India
1971,CPI,Rajasthan,0,4.69,56.48,23,4.7,Communist Party of India
1971,CPI,Karnataka,1,5.06,50.4,23,4.7,Communist Party of India
1971,CPI,Andhra Pradesh,1,4.81,51.18,23,4.7,Communist Party of India
1971,CPI,Gujarat,1,1.9,51.09,23,4.7,Communist Party of India
1971,CPI,Odisha,0,2.5,55.98,23,4.7,Communist Party of India
1971,CPI,Telangana,1,6.5,52.3,23,4.7,Communist Party of India
1971,CPI,Kerala,0,2.33,56.66,23,4.7,Communist Party of India
1971,CPI,Jharkhand,0,1.89,59.66,23,4.7,Communist Party of India
1971,CPI,Assam,0,4.95,57.39,23,4.7,Communist Party of India
1971,CPI,Punjab,0,5.98,58.32,23,4.7,Communist Party of India
1971,CPI,Chhattisgarh,0,6.59,51.1,23,4.7,Communist Party of India
1971,CPI,Haryana,0,4.99,58.47,23,4.7,Communist Party of India
1971,CPI,Uttarakhand,0,5.56,55.56,23,4.7,Communist Party of India
1971,CPI,Delhi,0,2.19,50.9,23,4.7,Communist Party of India
1971,BJS,Uttar Pradesh,2,5.36,59.02,22,7.4,Bharatiya Jana Sangh
1971,BJS,Maharashtra,1,10.26,53.67,22,7.4,Bharatiya Jana Sangh
1971,BJS,West Bengal,1,9.14,56.89,22,7.4,Bharatiya Jana Sangh
1971,BJS,Bihar,1,7.73,57.49,22,7.4,Bharatiya Jana Sangh
1971,BJS,Tamil Nadu,1,10.38,60.05,22,7.4,Bharatiya Jana Sangh
1971,BJS,Madhya Pradesh,1,5.6,57.1,22,7.4,Bharatiya Jana Sangh
1971,BJS,Rajasthan,0,4.58,52.88,22,7.4,Bharatiya Jana Sangh
1971,BJS,Karnataka,1,9.61,57.57,22,7.4,Bharatiya Jana Sangh
1971,BJS,Andhra Pradesh,1,6.95,53.76,22,7.4,Bharatiya Jana Sangh
1971,BJS,Gujarat,1,10.33,50.7,22,7.4,Bharatiya Jana Sangh
1971,BJS,Odisha,1,7.87,54.69,22,7.4,Bharatiya Jana Sangh
1971,BJS,Telangana,1,7.32,59.03,22,7.4,Bharatiya Jana Sangh
1971,BJS,Kerala,1,6.93,53.07,22,7.4,Bharatiya Jana Sangh
1971,BJS,Jharkhand,0,9.87,52.41,22,7.4,Bharatiya Jana Sangh
1971,BJS,Assam,0,8.19,57.63,22,7.4,Bharatiya Jana Sangh
1971,BJS,Punjab,0,8.69,59.39,22,7.4,Bharatiya Jana Sangh
1971,BJS,Chhattisgarh,0,5.83,60.01,22,7.4,Bharatiya Jana Sangh
1971,BJS,Haryana,0,9.53,55.22,22,7.4,Bharatiya Jana Sangh
1971,BJS,Uttarakhand,0,9.62,54.75,22,7.4,Bharatiya Jana Sangh
1971,BJS,Delhi,0,6.56,56.23,22,7.4,Bharatiya Jana Sangh
1971,Others,Uttar Pradesh,10,38.45,59.99,98,39.1,Other Parties
1971,Others,Maharashtra,7,40.04,53.55,98,39.1,Other Parties
1971,Others,West Bengal,11,36.89,60.0,98,39.1,Other Parties
1971,Others,Bihar,8,37.52,51.03,98,39.1,Other Parties
1971,Others,Tamil Nadu,5,39.22,53.67,98,39.1,Other Parties
1971,Others,Madhya Pradesh,8,38.69,52.79,98,39.1,Other Parties
1971,Others,Rajasthan,6,40.34,51.97,98,39.1,Other Parties
1971,Others,Karnataka,3,36.32,57.66,98,39.1,Other Parties
1971,Others,Andhra Pradesh,6,38.95,58.74,98,39.1,Other Parties
1971,Others,Gujarat,7,39.61,58.98,98,39.1,Other Parties
1971,Others,Odisha,3,36.77,53.0,98,39.1,Other Parties
1971,Others,Telangana,1,39.29,59.67,98,39.1,Other Parties
1971,Others,Kerala,2,36.83,54.82,98,39.1,Other Parties
1971,Others,Jharkhand,4,38.0,55.37,98,39.1,Other Parties
1971,Others,Assam,1,36.99,60.17,98,39.1,Other Parties
1971,Others,Punjab,4,36.13,59.82,98,39.1,Other Parties
1971,Others,Chhattisgarh,2,41.31,54.85,98,39.1,Other Parties
1971,Others,Haryana,2,39.03,56.97,98,39.1,Other Parties
1971,Others,Uttarakhand,0,36.28,53.38,98,39.1,Other Parties
1971,Others,Delhi,1,37.31,57.03,98,39.1,Other Parties
1977,JNP,Uttar Pradesh,76,38.86,62.23,295,41.3,Janata Party
1977,JNP,Maharashtra,28,43.51,57.27,295,41.3,Janata Party
1977,JNP,West Bengal,32,43.33,64.95,295,41.3,Janata Party
1977,JNP,Bihar,30,41.28,61.68,295,41.3,Janata Party
1977,JNP,Tamil Nadu,34,41.72,55.8,295,41.3,Janata Party
1977,JNP,Madhya Pradesh,26,42.44,62.27,295,41.3,Janata Party
1977,JNP,Rajasthan,10,42.25,59.44,295,41.3,Janata Party
1977,JNP,Karnataka,20,38.94,62.08,295,41.3,Janata Party
1977,JNP,Andhra Pradesh,24,38.59,65.27,295,41.3,Janata Party
1977,JNP,Gujarat,14,43.52,63.32,295,41.3,Janata Party
1977,JNP,Odisha,14,42.73,64.29,295,41.3,Janata Party
1977,JNP,Telangana,9,40.26,62.18,295,41.3,Janata Party
1977,JNP,Kerala,16,42.87,63.48,295,41.3,Janata Party
1977,JNP,Jharkhand,8,43.21,56.7,295,41.3,Janata Party
1977,JNP,Assam,9,38.33,58.75,295,41.3,Janata Party
1977,JNP,Punjab,6,40.68,62.45,295,41.3,Janata Party
1977,JNP,Chhattisgarh,6,40.99,57.88,295,41.3,Janata Party
1977,JNP,Haryana,5,39.66,56.23,295,41.3,Janata Party
1977,JNP,Uttarakhand,3,42.31,61.69,295,41.3,Janata Party
1977,JNP,Delhi,4,40.58,64.13,295,41.3,Janata Party
1977,INC,Uttar Pradesh,26,34.38,55.76,154,34.5,Indian National Congress (INC)
1977,INC,Maharashtra,12,33.78,59.49,154,34.5,Indian National Congress (INC)
1977,INC,West Bengal,14,34.7,61.58,154,34.5,Indian National Congress (INC)
1977,INC,Bihar,16,36.38,62.68,154,34.5,Indian National Congress (INC)
1977,INC,Tamil Nadu,19,31.61,57.46,154,34.5,Indian National Congress (INC)
1977,INC,Madhya Pradesh,4,35.38,64.48,154,34.5,Indian National Congress (INC)
1977,INC,Rajasthan,5,37.06,56.1,154,34.5,Indian National Congress (INC)
1977,INC,Karnataka,13,33.61,56.51,154,34.5,Indian National Congress (INC)
1977,INC,Andhra Pradesh,8,33.04,58.35,154,34.5,Indian National Congress (INC)
1977,INC,Gujarat,6,36.32,60.89,154,34.5,Indian National Congress (INC)
1977,INC,Odisha,5,35.16,62.66,154,34.5,Indian National Congress (INC)
1977,INC,Telangana,4,33.98,56.72,154,34.5,Indian National Congress (INC)
1977,INC,Kerala,4,35.59,57.31,154,34.5,Indian National Congress (INC)
1977,INC,Jharkhand,4,35.75,56.57,154,34.5,Indian National Congress (INC)
1977,INC,Assam,4,33.04,65.13,154,34.5,Indian National Congress (INC)
1977,INC,Punjab,4,36.34,61.0,154,34.5,Indian National Congress (INC)
1977,INC,Chhattisgarh,1,35.3,65.01,154,34.5,Indian National Congress (INC)
1977,INC,Haryana,3,36.42,64.34,154,34.5,Indian National Congress (INC)
1977,INC,Uttarakhand,1,32.77,61.61,154,34.5,Indian National Congress (INC)
1977,INC,Delhi,2,36.54,64.5,154,34.5,Indian National Congress (INC)
1977,CPM,Uttar Pradesh,3,2.72,63.31,22,4.3,Communist Party of India (Marxist)
1977,CPM,Maharashtra,1,6.24,59.74,22,4.3,Communist Party of India (Marxist)
1977,CPM,West Bengal,2,1.87,61.74,22,4.3,Communist Party of India (Marxist)
1977,CPM,Bihar,1,4.82,57.18,22,4.3,Communist Party of India (Marxist)
1977,CPM,Tamil Nadu,2,6.48,57.67,22,4.3,Communist Party of India (Marxist)
1977,CPM,Madhya Pradesh,0,1.44,61.92,22,4.3,Communist Party of India (Marxist)
1977,CPM,Rajasthan,1,4.58,57.82,22,4.3,Communist Party of India (Marxist)
1977,CPM,Karnataka,1,4.87,60.47,22,4.3,Communist Party of India (Marxist)
1977,CPM,Andhra Pradesh,1,2.12,62.45,22,4.3,Communist Party of India (Marxist)
1977,CPM,Gujarat,1,3.87,62.68,22,4.3,Communist Party of India (Marxist)
1977,CPM,Odisha,1,7.25,56.78,22,4.3,Communist Party of India (Marxist)
1977,CPM,Telangana,0,5.65,61.28,22,4.3,Communist Party of India (Marxist)
1977,CPM,Kerala,0,1.78,56.36,22,4.3,Communist Party of India (Marxist)
1977,CPM,Jharkhand,0,2.45,58.73,22,4.3,Communist Party of India (Marxist)
1977,CPM,Assam,0,3.43,56.19,22,4.3,Communist Party of India (Marxist)
1977,CPM,Punjab,0,1.71,63.5,22,4.3,Communist Party of India (Marxist)
1977,CPM,Chhattisgarh,0,4.54,64.3,22,4.3,Communist Party of India (Marxist)
1977,CPM,Haryana,0,4.5,58.74,22,4.3,Communist Party of India (Marxist)
1977,CPM,Uttarakhand,0,5.32,65.44,22,4.3,Communist Party of India (Marxist)
1977,CPM,Delhi,0,4.65,62.81,22,4.3,Communist Party of India (Marxist)
1977,ADMK,Uttar Pradesh,3,0.46,61.12,19,3.1,All India Anna DMK
1977,ADMK,Maharashtra,2,1.15,62.4,19,3.1,All India Anna DMK
1977,ADMK,West Bengal,1,3.31,56.47,19,3.1,All India Anna DMK
1977,ADMK,Bihar,1,4.64,58.98,19,3.1,All India Anna DMK
1977,ADMK,Tamil Nadu,1,4.87,64.77,19,3.1,All India Anna DMK
1977,ADMK,Madhya Pradesh,0,2.5,57.02,19,3.1,All India Anna DMK
1977,ADMK,Rajasthan,1,5.66,60.9,19,3.1,All India Anna DMK
1977,ADMK,Karnataka,1,3.23,61.74,19,3.1,All India Anna DMK
1977,ADMK,Andhra Pradesh,0,4.63,56.78,19,3.1,All India Anna DMK
1977,ADMK,Gujarat,1,4.79,62.59,19,3.1,All India Anna DMK
1977,ADMK,Odisha,0,1.92,58.13,19,3.1,All India Anna DMK
1977,ADMK,Telangana,0,0.63,64.87,19,3.1,All India Anna DMK
1977,ADMK,Kerala,0,1.93,59.47,19,3.1,All India Anna DMK
1977,ADMK,Jharkhand,0,3.7,60.66,19,3.1,All India Anna DMK
1977,ADMK,Assam,0,3.08,65.42,19,3.1,All India Anna DMK
1977,ADMK,Punjab,0,1.35,64.81,19,3.1,All India Anna DMK
1977,ADMK,Chhattisgarh,0,5.0,59.31,19,3.1,All India Anna DMK
1977,ADMK,Haryana,0,5.31,63.56,19,3.1,All India Anna DMK
1977,ADMK,Uttarakhand,0,1.93,56.31,19,3.1,All India Anna DMK
1977,ADMK,Delhi,0,1.14,62.45,19,3.1,All India Anna DMK
1977,Others,Uttar Pradesh,7,19.65,61.91,52,16.8,Other Parties
1977,Others,Maharashtra,7,14.6,64.12,52,16.8,Other Parties
1977,Others,West Bengal,6,16.72,61.56,52,16.8,Other Parties
1977,Others,Bihar,5,14.85,60.53,52,16.8,Other Parties
1977,Others,Tamil Nadu,3,14.68,59.18,52,16.8,Other Parties
1977,Others,Madhya Pradesh,1,13.95,56.85,52,16.8,Other Parties
1977,Others,Rajasthan,4,17.1,65.16,52,16.8,Other Parties
1977,Others,Karnataka,2,15.67,60.56,52,16.8,Other Parties
1977,Others,Andhra Pradesh,2,14.43,61.91,52,16.8,Other Parties
1977,Others,Gujarat,1,17.52,62.0,52,16.8,Other Parties
1977,Others,Odisha,1,14.17,63.31,52,16.8,Other Parties
1977,Others,Telangana,1,14.15,65.45,52,16.8,Other Parties
1977,Others,Kerala,1,17.97,65.34,52,16.8,Other Parties
1977,Others,Jharkhand,1,14.65,56.71,52,16.8,Other Parties
1977,Others,Assam,1,14.41,62.42,52,16.8,Other Parties
1977,Others,Punjab,0,16.86,65.47,52,16.8,Other Parties
1977,Others,Chhattisgarh,1,17.49,58.56,52,16.8,Other Parties
1977,Others,Haryana,1,16.96,59.76,52,16.8,Other Parties
1977,Others,Uttarakhand,0,19.12,60.0,52,16.8,Other Parties
1977,Others,Delhi,0,16.01,59.64,52,16.8,Other Parties
1980,INC,Uttar Pradesh,80,44.1,59.89,353,42.7,Indian National Congress (INC)
1980,INC,Maharashtra,16,42.2,57.01,353,42.7,Indian National Congress (INC)
1980,INC,West Bengal,14,41.26,59.8,353,42.7,Indian National Congress (INC)
1980,INC,Bihar,17,42.91,54.35,353,42.7,Indian National Congress (INC)
1980,INC,Tamil Nadu,13,41.15,61.96,353,42.7,Indian National Congress (INC)
1980,INC,Madhya Pradesh,29,45.46,57.08,353,42.7,Indian National Congress (INC)
1980,INC,Rajasthan,10,42.99,56.74,353,42.7,Indian National Congress (INC)
1980,INC,Karnataka,28,40.29,57.08,353,42.7,Indian National Congress (INC)
1980,INC,Andhra Pradesh,11,41.65,59.57,353,42.7,Indian National Congress (INC)
1980,INC,Gujarat,18,41.96,56.14,353,42.7,Indian National Congress (INC)
1980,INC,Odisha,14,44.41,61.12,353,42.7,Indian National Congress (INC)
1980,INC,Telangana,17,44.42,55.35,353,42.7,Indian National Congress (INC)
1980,INC,Kerala,18,42.33,54.75,353,42.7,Indian National Congress (INC)
1980,INC,Jharkhand,14,39.93,61.22,353,42.7,Indian National Congress (INC)
1980,INC,Assam,9,43.52,58.79,353,42.7,Indian National Congress (INC)
1980,INC,Punjab,13,43.52,58.34,353,42.7,Indian National Congress (INC)
1980,INC,Chhattisgarh,4,42.81,53.7,353,42.7,Indian National Congress (INC)
1980,INC,Haryana,9,42.77,59.0,353,42.7,Indian National Congress (INC)
1980,INC,Uttarakhand,1,40.21,59.36,353,42.7,Indian National Congress (INC)
1980,INC,Delhi,2,40.13,52.32,353,42.7,Indian National Congress (INC)
1980,JNP,Uttar Pradesh,7,10.83,55.73,31,9.4,Janata Party
1980,JNP,Maharashtra,2,8.5,59.95,31,9.4,Janata Party
1980,JNP,West Bengal,3,7.51,53.94,31,9.4,Janata Party
1980,JNP,Bihar,1,10.36,59.84,31,9.4,Janata Party
1980,JNP,Tamil Nadu,1,6.53,53.02,31,9.4,Janata Party
1980,JNP,Madhya Pradesh,2,8.17,59.89,31,9.4,Janata Party
1980,JNP,Rajasthan,1,8.69,54.26,31,9.4,Janata Party
1980,JNP,Karnataka,1,10.09,59.95,31,9.4,Janata Party
1980,JNP,Andhra Pradesh,1,9.58,52.62,31,9.4,Janata Party
1980,JNP,Gujarat,2,11.19,55.13,31,9.4,Janata Party
1980,JNP,Odisha,2,10.01,58.02,31,9.4,Janata Party
1980,JNP,Telangana,1,11.27,58.76,31,9.4,Janata Party
1980,JNP,Kerala,0,8.43,61.48,31,9.4,Janata Party
1980,JNP,Jharkhand,0,8.63,56.52,31,9.4,Janata Party
1980,JNP,Assam,0,10.08,61.63,31,9.4,Janata Party
1980,JNP,Punjab,0,7.13,54.17,31,9.4,Janata Party
1980,JNP,Chhattisgarh,1,10.27,55.06,31,9.4,Janata Party
1980,JNP,Haryana,0,11.57,60.67,31,9.4,Janata Party
1980,JNP,Uttarakhand,0,7.91,59.75,31,9.4,Janata Party
1980,JNP,Delhi,0,11.45,59.48,31,9.4,Janata Party
1980,CPM,Uttar Pradesh,8,7.14,53.97,37,6.2,Communist Party of India (Marxist)
1980,CPM,Maharashtra,3,9.11,61.57,37,6.2,Communist Party of India (Marxist)
1980,CPM,West Bengal,1,4.19,53.52,37,6.2,Communist Party of India (Marxist)
1980,CPM,Bihar,3,8.11,54.34,37,6.2,Communist Party of India (Marxist)
1980,CPM,Tamil Nadu,3,8.24,59.53,37,6.2,Communist Party of India (Marxist)
1980,CPM,Madhya Pradesh,2,6.74,57.28,37,6.2,Communist Party of India (Marxist)
1980,CPM,Rajasthan,1,6.59,59.09,37,6.2,Communist Party of India (Marxist)
1980,CPM,Karnataka,3,7.02,59.81,37,6.2,Communist Party of India (Marxist)
1980,CPM,Andhra Pradesh,1,5.97,52.29,37,6.2,Communist Party of India (Marxist)
1980,CPM,Gujarat,1,7.56,62.12,37,6.2,Communist Party of India (Marxist)
1980,CPM,Odisha,0,5.61,60.2,37,6.2,Communist Party of India (Marxist)
1980,CPM,Telangana,0,6.53,59.53,37,6.2,Communist Party of India (Marxist)
1980,CPM,Kerala,1,4.33,55.75,37,6.2,Communist Party of India (Marxist)
1980,CPM,Jharkhand,1,6.53,52.25,37,6.2,Communist Party of India (Marxist)
1980,CPM,Assam,1,3.41,59.66,37,6.2,Communist Party of India (Marxist)
1980,CPM,Punjab,0,8.95,55.88,37,6.2,Communist Party of India (Marxist)
1980,CPM,Chhattisgarh,0,4.09,55.26,37,6.2,Communist Party of India (Marxist)
1980,CPM,Haryana,1,9.18,55.88,37,6.2,Communist Party of India (Marxist)
1980,CPM,Uttarakhand,0,7.53,61.06,37,6.2,Communist Party of India (Marxist)
1980,CPM,Delhi,0,5.55,56.33,37,6.2,Communist Party of India (Marxist)
1980,JNP_S,Uttar Pradesh,8,6.42,58.4,41,9.4,Janata Party (Secular)
1980,JNP_S,Maharashtra,3,11.17,53.13,41,9.4,Janata Party (Secular)
1980,JNP_S,West Bengal,4,9.29,58.62,41,9.4,Janata Party (Secular)
1980,JNP_S,Bihar,1,9.88,57.81,41,9.4,Janata Party (Secular)
1980,JNP_S,Tamil Nadu,3,10.02,58.96,41,9.4,Janata Party (Secular)
1980,JNP_S,Madhya Pradesh,3,8.02,60.45,41,9.4,Janata Party (Secular)
1980,JNP_S,Rajasthan,2,6.86,52.79,41,9.4,Janata Party (Secular)
1980,JNP_S,Karnataka,1,11.11,59.28,41,9.4,Janata Party (Secular)
1980,JNP_S,Andhra Pradesh,2,9.5,56.6,41,9.4,Janata Party (Secular)
1980,JNP_S,Gujarat,1,8.37,56.54,41,9.4,Janata Party (Secular)
1980,JNP_S,Odisha,0,7.72,58.18,41,9.4,Janata Party (Secular)
1980,JNP_S,Telangana,1,12.39,61.53,41,9.4,Janata Party (Secular)
1980,JNP_S,Kerala,2,8.93,58.56,41,9.4,Janata Party (Secular)
1980,JNP_S,Jharkhand,1,7.11,56.3,41,9.4,Janata Party (Secular)
1980,JNP_S,Assam,1,8.7,57.92,41,9.4,Janata Party (Secular)
1980,JNP_S,Punjab,1,7.51,55.82,41,9.4,Janata Party (Secular)
1980,JNP_S,Chhattisgarh,0,6.56,52.44,41,9.4,Janata Party (Secular)
1980,JNP_S,Haryana,1,8.04,57.38,41,9.4,Janata Party (Secular)
1980,JNP_S,Uttarakhand,0,12.04,54.79,41,9.4,Janata Party (Secular)
1980,JNP_S,Delhi,0,11.64,60.62,41,9.4,Janata Party (Secular)
1980,Others,Uttar Pradesh,8,34.12,56.78,82,32.3,Other Parties
1980,Others,Maharashtra,8,30.1,53.01,82,32.3,Other Parties
1980,Others,West Bengal,9,32.28,56.57,82,32.3,Other Parties
1980,Others,Bihar,8,33.89,53.79,82,32.3,Other Parties
1980,Others,Tamil Nadu,7,30.11,59.71,82,32.3,Other Parties
1980,Others,Madhya Pradesh,5,35.04,52.89,82,32.3,Other Parties
1980,Others,Rajasthan,2,30.99,54.82,82,32.3,Other Parties
1980,Others,Karnataka,3,34.74,54.7,82,32.3,Other Parties
1980,Others,Andhra Pradesh,3,33.86,56.7,82,32.3,Other Parties
1980,Others,Gujarat,5,29.69,57.08,82,32.3,Other Parties
1980,Others,Odisha,1,29.68,61.26,82,32.3,Other Parties
1980,Others,Telangana,1,32.49,56.31,82,32.3,Other Parties
1980,Others,Kerala,2,34.7,52.42,82,32.3,Other Parties
1980,Others,Jharkhand,2,35.08,57.8,82,32.3,Other Parties
1980,Others,Assam,3,29.61,56.39,82,32.3,Other Parties
1980,Others,Punjab,1,33.68,62.01,82,32.3,Other Parties
1980,Others,Chhattisgarh,1,33.23,54.18,82,32.3,Other Parties
1980,Others,Haryana,1,32.08,61.92,82,32.3,Other Parties
1980,Others,Uttarakhand,0,31.4,53.34,82,32.3,Other Parties
1980,Others,Delhi,0,30.65,54.71,82,32.3,Other Parties
1984,INC,Uttar Pradesh,80,49.47,64.33,404,49.1,Indian National Congress (INC)
1984,INC,Maharashtra,23,51.26,66.33,404,49.1,Indian National Congress (INC)
1984,INC,West Bengal,18,50.35,64.54,404,49.1,Indian National Congress (INC)
1984,INC,Bihar,18,48.85,63.95,404,49.1,Indian National Congress (INC)
1984,INC,Tamil Nadu,20,51.77,67.6,404,49.1,Indian National Congress (INC)
1984,INC,Madhya Pradesh,29,48.87,63.22,404,49.1,Indian National Congress (INC)
1984,INC,Rajasthan,25,49.37,59.72,404,49.1,Indian National Congress (INC)
1984,INC,Karnataka,24,50.94,63.69,404,49.1,Indian National Congress (INC)
1984,INC,Andhra Pradesh,10,50.82,61.11,404,49.1,Indian National Congress (INC)
1984,INC,Gujarat,16,47.09,62.4,404,49.1,Indian National Congress (INC)
1984,INC,Odisha,21,49.22,61.15,404,49.1,Indian National Congress (INC)
1984,INC,Telangana,17,51.38,67.81,404,49.1,Indian National Congress (INC)
1984,INC,Kerala,12,48.81,68.95,404,49.1,Indian National Congress (INC)
1984,INC,Jharkhand,14,46.26,59.75,404,49.1,Indian National Congress (INC)
1984,INC,Assam,11,51.56,64.49,404,49.1,Indian National Congress (INC)
1984,INC,Punjab,11,46.73,65.67,404,49.1,Indian National Congress (INC)
1984,INC,Chhattisgarh,11,48.38,66.86,404,49.1,Indian National Congress (INC)
1984,INC,Haryana,10,47.32,64.33,404,49.1,Indian National Congress (INC)
1984,INC,Uttarakhand,3,50.86,64.88,404,49.1,Indian National Congress (INC)
1984,INC,Delhi,6,50.89,63.06,404,49.1,Indian National Congress (INC)
1984,BJP,Uttar Pradesh,0,7.6,60.68,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Maharashtra,0,9.16,62.27,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,West Bengal,0,9.84,61.87,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Bihar,0,5.24,61.12,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Tamil Nadu,0,9.76,65.64,2,7.4,Bharatiya Janata Party (BJP)
1984,BJP,Madhya Pradesh,0,7.04,65.25,2,7.4,Bharatiya Janata Party (BJP)
